Netzbetreiber:;;Energienetze Berlin GmbH;;;;
Lastgangtyp:;;Entnahme aus dem vorgelagerten Verteilungsnetz;;;;
gesetzliche Grundlage:;;§ 23c Abs.3 Nr. 5 EnWG;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;
;;;;;;
Spannungsebene der Entnahme;;Hochspannung;Mittelspannung;Niederspannung;;
Höchstlast;[kW];20.240;1.353;153,7;;
Wirkarbeit;[kWh];34.847.835;6.056.038;454.794;;
;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];;
26.08.2024;20:45:00;9.086;638;108;;
26.08.2024;21:00:00;9.152;593;110;;
26.08.2024;21:15:00;8.602;598;109;;
26.08.2024;21:30:00;8.536;589;100;;
26.08.2024;21:45:00;8.382;625;93;;
26.08.2024;22:00:00;8.514;624;87;;
26.08.2024;22:15:00;8.096;683;82;;
26.08.2024;22:30:00;7.942;713;51;;
26.08.2024;22:45:00;7.898;698;44;;
26.08.2024;23:00:00;7.810;693;44;;
26.08.2024;23:15:00;7.810;562;44;;
26.08.2024;23:30:00;7.810;553;62;;
26.08.2024;23:45:00;7.788;534;74;;
27.08.2024;00:00:00;7.788;633;40;;
27.08.2024;00:15:00;7.898;650;36;;
27.08.2024;00:30:00;7.744;647;29;;
27.08.2024;00:45:00;7.678;645;28;;
27.08.2024;01:00:00;7.788;600;26;;
27.08.2024;01:15:00;7.678;553;26;;
27.08.2024;01:30:00;7.876;538;28;;
27.08.2024;01:45:00;7.876;570;27;;
27.08.2024;02:00:00;7.810;643;27;;
27.08.2024;02:15:00;7.700;645;25;;
27.08.2024;02:30:00;7.722;617;24;;
27.08.2024;02:45:00;7.744;626;23;;
27.08.2024;03:00:00;7.700;622;23;;
27.08.2024;03:15:00;7.612;715;23;;
27.08.2024;03:30:00;7.678;709;22;;
27.08.2024;03:45:00;7.700;715;22;;
27.08.2024;04:00:00;7.612;706;22;;
27.08.2024;04:15:00;7.876;627;23;;
27.08.2024;04:30:00;7.876;642;23;;
27.08.2024;04:45:00;8.074;717;31;;
27.08.2024;05:00:00;8.250;739;47;;
27.08.2024;05:15:00;8.316;797;47;;
27.08.2024;05:30:00;8.690;716;49;;
27.08.2024;05:45:00;8.778;745;47;;
27.08.2024;06:00:00;9.042;869;49;;
27.08.2024;06:15:00;9.526;892;51;;
27.08.2024;06:30:00;9.636;852;53;;
27.08.2024;06:45:00;9.944;833;56;;
27.08.2024;07:00:00;10.186;878;59;;
27.08.2024;07:15:00;10.560;958;63;;
27.08.2024;07:30:00;10.846;888;68;;
27.08.2024;07:45:00;11066;936;66;;
27.08.2024;08:00:00;11308;1114;77;;
27.08.2024;08:15:00;8580;1129;68;;
27.08.2024;08:30:00;8514;1011;45;;
27.08.2024;08:45:00;7392;966;45;;
27.08.2024;09:00:00;8382;1135;51;;
27.08.2024;09:15:00;10604;931;43;;
27.08.2024;09:30:00;10736;945;62;;
27.08.2024;09:45:00;11022;1053;42;;
27.08.2024;10:00:00;11308;1041;41;;
27.08.2024;10:15:00;11572;1130;44;;
27.08.2024;10:30:00;11968;1160;45;;
27.08.2024;10:45:00;11968;1135;42;;
27.08.2024;11:00:00;12056;968;42;;
27.08.2024;11:15:00;15.004;1091;44;;
27.08.2024;11:30:00;15.466;1053;43;;
27.08.2024;11:45:00;15.356;1165;40;;
27.08.2024;12:00:00;15.378;1235;46;;
27.08.2024;12:15:00;15.576;1157;57;;
27.08.2024;12:30:00;15356;1051;60;;
27.08.2024;12:45:00;15334;1019;89;;
27.08.2024;13:00:00;15466;1044;93;;
27.08.2024;13:15:00;15312;1005;73;;
27.08.2024;13:30:00;15356;1123;50;;
27.08.2024;13:45:00;15466;1105;49;;
27.08.2024;14:00:00;15356;1145;58;;
27.08.2024;14:15:00;15202;1046;54;;
27.08.2024;14:30:00;15092;884;88;;
27.08.2024;14:45:00;14828;764;86;;
27.08.2024;15:00:00;14850;759;88;;
27.08.2024;15:15:00;14.762;804;90;;
27.08.2024;15:30:00;14.718;898;90;;
27.08.2024;15:45:00;14.718;892;88;;
27.08.2024;16:00:00;14.454;884;84;;
27.08.2024;16:15:00;14.432;872;80;;
27.08.2024;16:30:00;14.454;759;86;;
27.08.2024;16:45:00;14.278;734;86;;
27.08.2024;17:00:00;14.168;714;92;;
27.08.2024;17:15:00;14.014;698;86;;
27.08.2024;17:30:00;13.838;804;88;;
27.08.2024;17:45:00;13.860;820;90;;
27.08.2024;18:00:00;13.816;821;97;;
27.08.2024;18:15:00;13.640;839;103;;
27.08.2024;18:30:00;13.244;727;85;;
27.08.2024;18:45:00;13.156;654;57;;
27.08.2024;19:00:00;12.848;644;75;;
27.08.2024;19:15:00;12.892;599;71;;
27.08.2024;19:30:00;12.496;701;76;;
27.08.2024;19:45:00;12.320;823;70;;
27.08.2024;20:00:00;12.122;818;84;;
27.08.2024;20:15:00;11.770;825;79;;
27.08.2024;20:30:00;11.550;832;88;;
27.08.2024;20:45:00;11.374;699;53;;
27.08.2024;21:00:00;11.308;618;43;;
27.08.2024;21:15:00;10.846;594;53;;
27.08.2024;21:30:00;11.044;594;45;;
27.08.2024;21:45:00;10.692;594;45;;
27.08.2024;22:00:00;10.802;583;42;;
27.08.2024;22:15:00;10.516;642;42;;
27.08.2024;22:30:00;10.340;730;41;;
27.08.2024;22:45:00;10.098;703;36;;
27.08.2024;23:00:00;10.032;702;34;;
27.08.2024;23:15:00;10.054;637;31;;
27.08.2024;23:30:00;9.988;553;31;;
27.08.2024;23:45:00;9.812;553;30;;
28.08.2024;00:00:00;9.812;546;37;;
28.08.2024;00:15:00;9.812;530;31;;
28.08.2024;00:30:00;9.614;536;32;;
28.08.2024;00:45:00;9.152;547;26;;
28.08.2024;01:00:00;9.152;634;26;;
28.08.2024;01:15:00;9.240;635;26;;
28.08.2024;01:30:00;9.284;630;26;;
28.08.2024;01:45:00;9.130;655;26;;
28.08.2024;02:00:00;9.240;535;50;;
28.08.2024;02:15:00;9.130;543;48;;
28.08.2024;02:30:00;8.954;570;48;;
28.08.2024;02:45:00;8.998;626;49;;
28.08.2024;03:00:00;8.998;616;50;;
28.08.2024;03:15:00;8.998;689;49;;
28.08.2024;03:30:00;8.932;717;49;;
28.08.2024;03:45:00;9.108;726;48;;
28.08.2024;04:00:00;9.152;695;40;;
28.08.2024;04:15:00;9.196;639;22;;
28.08.2024;04:30:00;9.284;648;23;;
28.08.2024;04:45:00;9.526;669;23;;
28.08.2024;05:00:00;9.768;746;24;;
28.08.2024;05:15:00;9.922;789;49;;
28.08.2024;05:30:00;10.538;734;50;;
28.08.2024;05:45:00;10.780;732;49;;
28.08.2024;06:00:00;11.176;790;49;;
28.08.2024;06:15:00;11.550;843;51;;
28.08.2024;06:30:00;11.836;853;53;;
28.08.2024;06:45:00;11.990;841;55;;
28.08.2024;07:00:00;12.254;911;56;;
28.08.2024;07:15:00;12694;934;62;;
28.08.2024;07:30:00;12892;996;67;;
28.08.2024;07:45:00;13002;970;70;;
28.08.2024;08:00:00;13288;1011;75;;
28.08.2024;08:15:00;13420;994;76;;
28.08.2024;08:30:00;13684;1034;68;;
28.08.2024;08:45:00;13772;1217;56;;
28.08.2024;09:00:00;13794;1135;60;;
28.08.2024;09:15:00;14234;1084;47;;
28.08.2024;09:30:00;14.476;1021;44;;
28.08.2024;09:45:00;14410;977;64;;
28.08.2024;10:00:00;14850;966;67;;
28.08.2024;10:15:00;15.202;1033;70;;
28.08.2024;10:30:00;15796;1038;71;;
28.08.2024;10:45:00;17116;1064;68;;
28.08.2024;11:00:00;17292;1069;46;;
28.08.2024;11:15:00;17512;1042;42;;
28.08.2024;11:30:00;17622;967;42;;
28.08.2024;11:45:00;17468;938;46;;
28.08.2024;12:00:00;17644;978;46;;
28.08.2024;12:15:00;17798;987;48;;
28.08.2024;12:30:00;17710;1083;48;;
28.08.2024;12:45:00;17688;1134;46;;
28.08.2024;13:00:00;17798;1093;45;;
28.08.2024;13:15:00;18062;1104;42;;
28.08.2024;13:30:00;18260;965;47;;
28.08.2024;13:45:00;18458;1015;56;;
28.08.2024;14:00:00;18326;979;60;;
28.08.2024;14:15:00;18348;975;68;;
28.08.2024;14:30:00;18260;984;63;;
28.08.2024;14:45:00;18238;957;61;;
28.08.2024;15:00:00;18040;937;57;;
28.08.2024;15:15:00;18.040;950;61;;
28.08.2024;15:30:00;17.996;949;65;;
28.08.2024;15:45:00;17.886;807;64;;
28.08.2024;16:00:00;17.842;770;61;;
28.08.2024;16:15:00;17.710;775;89;;
28.08.2024;16:30:00;17.556;755;90;;
28.08.2024;16:45:00;17.490;806;87;;
28.08.2024;17:00:00;17.336;868;83;;
28.08.2024;17:15:00;17.314;859;91;;
28.08.2024;17:30:00;17.182;867;74;;
28.08.2024;17:45:00;17.292;872;57;;
28.08.2024;18:00:00;16.412;797;58;;
28.08.2024;18:15:00;15.114;719;60;;
28.08.2024;18:30:00;14.960;724;58;;
28.08.2024;18:45:00;14.454;706;78;;
28.08.2024;19:00:00;14.058;688;95;;
28.08.2024;19:15:00;12.716;698;97;;
28.08.2024;19:30:00;12.562;844;103;;
28.08.2024;19:45:00;12.320;836;105;;
28.08.2024;20:00:00;12.232;829;112;;
28.08.2024;20:15:00;11.748;665;108;;
28.08.2024;20:30:00;11.418;653;109;;
28.08.2024;20:45:00;11.352;644;117;;
28.08.2024;21:00:00;11.242;639;114;;
28.08.2024;21:15:00;10.780;668;113;;
28.08.2024;21:30:00;10.494;805;105;;
28.08.2024;21:45:00;10.582;785;86;;
28.08.2024;22:00:00;11.616;766;69;;
28.08.2024;22:15:00;11.726;599;40;;
28.08.2024;22:30:00;11.880;603;40;;
28.08.2024;22:45:00;11.704;588;38;;
28.08.2024;23:00:00;11.770;579;36;;
28.08.2024;23:15:00;12.826;614;39;;
28.08.2024;23:30:00;12.650;681;34;;
28.08.2024;23:45:00;12.562;685;31;;
29.08.2024;00:00:00;12.848;668;29;;
29.08.2024;00:15:00;12.782;674;30;;
29.08.2024;00:30:00;12.782;615;33;;
29.08.2024;00:45:00;12.914;573;29;;
29.08.2024;01:00:00;12.650;568;27;;
29.08.2024;01:15:00;12.650;563;29;;
29.08.2024;01:30:00;12.716;597;28;;
29.08.2024;01:45:00;12.628;659;27;;
29.08.2024;02:00:00;12.540;647;29;;
29.08.2024;02:15:00;12.782;647;26;;
29.08.2024;02:30:00;12.804;647;43;;
29.08.2024;02:45:00;12.474;639;51;;
29.08.2024;03:00:00;12.672;558;50;;
29.08.2024;03:15:00;12.518;603;53;;
29.08.2024;03:30:00;12.496;628;52;;
29.08.2024;03:45:00;12.342;643;45;;
29.08.2024;04:00:00;12.584;707;23;;
29.08.2024;04:15:00;12.804;714;23;;
29.08.2024;04:30:00;12.870;712;24;;
29.08.2024;04:45:00;13.068;748;24;;
29.08.2024;05:00:00;13.178;744;49;;
29.08.2024;05:15:00;13.596;764;52;;
29.08.2024;05:30:00;13.728;682;52;;
29.08.2024;05:45:00;13.794;708;53;;
29.08.2024;06:00:00;14.058;847;57;;
29.08.2024;06:15:00;14.674;974;54;;
29.08.2024;06:30:00;14.894;1051;56;;
29.08.2024;06:45:00;15.114;1049;59;;
29.08.2024;07:00:00;15.598;1026;64;;
29.08.2024;07:15:00;15.092;933;67;;
29.08.2024;07:30:00;14608;958;67;;
29.08.2024;07:45:00;14652;978;70;;
29.08.2024;08:00:00;14960;1021;77;;
29.08.2024;08:15:00;15202;1084;94;;
29.08.2024;08:30:00;15510;1194;83;;
29.08.2024;08:45:00;15950;1183;80;;
29.08.2024;09:00:00;16060;1084;61;;
29.08.2024;09:15:00;16654;1116;50;;
29.08.2024;09:30:00;16676;1091;52;;
29.08.2024;09:45:00;16896;1038;43;;
29.08.2024;10:00:00;17028;1032;46;;
29.08.2024;10:15:00;18128;1178;67;;
29.08.2024;10:30:00;18502;1279;72;;
29.08.2024;10:45:00;18964;1243;73;;
29.08.2024;11:00:00;19140;1268;61;;
29.08.2024;11:15:00;19008;1170;43;;
29.08.2024;11:30:00;18986;1133;44;;
29.08.2024;11:45:00;19316;1088;43;;
29.08.2024;12:00:00;19118;1077;44;;
29.08.2024;12:15:00;19206;1040;44;;
29.08.2024;12:30:00;18986;1234;42;;
29.08.2024;12:45:00;18854;1229;44;;
29.08.2024;13:00:00;18678;1207;43;;
29.08.2024;13:15:00;18678;1165;60;;
29.08.2024;13:30:00;18612;1099;54;;
29.08.2024;13:45:00;18656;1032;55;;
29.08.2024;14:00:00;18678;1013;45;;
29.08.2024;14:15:00;18568;1002;43;;
29.08.2024;14:30:00;18546;1011;43;;
29.08.2024;14:45:00;18348;966;42;;
29.08.2024;15:00:00;18.238;957;46;;
29.08.2024;15:15:00;18.260;950;61;;
29.08.2024;15:30:00;18.084;943;61;;
29.08.2024;15:45:00;17.952;926;56;;
29.08.2024;16:00:00;17.974;827;86;;
29.08.2024;16:15:00;17.754;782;102;;
29.08.2024;16:30:00;17.534;755;91;;
29.08.2024;16:45:00;17.402;832;87;;
29.08.2024;17:00:00;16.786;881;85;;
29.08.2024;17:15:00;15.752;871;92;;
29.08.2024;17:30:00;15.620;859;96;;
29.08.2024;17:45:00;15.510;827;88;;
29.08.2024;18:00:00;15.224;707;94;;
29.08.2024;18:15:00;14.938;711;94;;
29.08.2024;18:30:00;14.740;699;100;;
29.08.2024;18:45:00;14.432;726;113;;
29.08.2024;19:00:00;13.992;854;83;;
29.08.2024;19:15:00;12.650;853;67;;
29.08.2024;19:30:00;12.628;840;62;;
29.08.2024;19:45:00;12.320;759;78;;
29.08.2024;20:00:00;12.034;666;77;;
29.08.2024;20:15:00;11.660;682;81;;
29.08.2024;20:30:00;11.550;672;90;;
29.08.2024;20:45:00;11.396;699;109;;
29.08.2024;21:00:00;11.352;842;105;;
29.08.2024;21:15:00;10.824;810;100;;
29.08.2024;21:30:00;10.582;804;102;;
29.08.2024;21:45:00;10.736;684;98;;
29.08.2024;22:00:00;10.472;594;95;;
29.08.2024;22:15:00;10.340;590;95;;
29.08.2024;22:30:00;10.010;580;81;;
29.08.2024;22:45:00;9.922;612;60;;
29.08.2024;23:00:00;9.856;725;60;;
29.08.2024;23:15:00;9.746;711;58;;
29.08.2024;23:30:00;9.460;681;52;;
29.08.2024;23:45:00;9.394;698;50;;
30.08.2024;00:00:00;10.340;554;48;;
30.08.2024;00:15:00;11.000;579;37;;
30.08.2024;00:30:00;11.066;558;30;;
30.08.2024;00:45:00;10.912;612;30;;
30.08.2024;01:00:00;10.934;665;28;;
30.08.2024;01:15:00;10.714;667;28;;
30.08.2024;01:30:00;10.956;668;27;;
30.08.2024;01:45:00;10.912;650;27;;
30.08.2024;02:00:00;10.714;564;27;;
30.08.2024;02:15:00;10.802;569;26;;
30.08.2024;02:30:00;10.604;565;27;;
30.08.2024;02:45:00;10.670;651;26;;
30.08.2024;03:00:00;10.604;654;25;;
30.08.2024;03:15:00;10.604;710;25;;
30.08.2024;03:30:00;10.714;711;26;;
30.08.2024;03:45:00;10.560;698;26;;
30.08.2024;04:00:00;10.604;639;27;;
30.08.2024;04:15:00;11.132;624;24;;
30.08.2024;04:30:00;10.758;672;25;;
30.08.2024;04:45:00;10.890;729;25;;
30.08.2024;05:00:00;11.088;726;26;;
30.08.2024;05:15:00;11.352;774;24;;
30.08.2024;05:30:00;11.682;773;38;;
30.08.2024;05:45:00;11.704;771;52;;
30.08.2024;06:00:00;12.144;768;41;;
30.08.2024;06:15:00;11.704;869;25;;
30.08.2024;06:30:00;11.594;946;27;;
30.08.2024;06:45:00;11.682;998;29;;
30.08.2024;07:00:00;12.012;1056;33;;
30.08.2024;07:15:00;12.386;1112;64;;
30.08.2024;07:30:00;12738;974;67;;
30.08.2024;07:45:00;12760;994;75;;
30.08.2024;08:00:00;13024;954;79;;
30.08.2024;08:15:00;13200;908;79;;
30.08.2024;08:30:00;13574;972;88;;
30.08.2024;08:45:00;13618;1010;81;;
30.08.2024;09:00:00;13860;980;78;;
30.08.2024;09:15:00;14894;918;80;;
30.08.2024;09:30:00;15686;974;84;;
30.08.2024;09:45:00;15950;1095;55;;
30.08.2024;10:00:00;16280;1157;53;;
30.08.2024;10:15:00;17.204;1140;45;;
30.08.2024;10:30:00;18.128;1113;51;;
30.08.2024;10:45:00;17.820;1056;50;;
30.08.2024;11:00:00;17.424;1031;74;;
30.08.2024;11:15:00;17.468;1037;73;;
30.08.2024;11:30:00;17.534;1106;63;;
30.08.2024;11:45:00;17.710;1062;72;;
30.08.2024;12:00:00;18.326;1075;78;;
30.08.2024;12:15:00;18.414;1143;72;;
30.08.2024;12:30:00;17.974;1189;76;;
30.08.2024;12:45:00;17.996;1016;71;;
30.08.2024;13:00:00;18.106;918;76;;
30.08.2024;13:15:00;17996;923;78;;
30.08.2024;13:30:00;17930;1011;71;;
30.08.2024;13:45:00;18.106;1115;75;;
30.08.2024;14:00:00;18.304;1092;73;;
30.08.2024;14:15:00;17732;1036;69;;
30.08.2024;14:30:00;17776;980;58;;
30.08.2024;14:45:00;17446;758;41;;
30.08.2024;15:00:00;17512;752;52;;
30.08.2024;15:15:00;17.424;733;40;;
30.08.2024;15:30:00;17.116;653;39;;
30.08.2024;15:45:00;16.962;732;57;;
30.08.2024;16:00:00;17.028;721;58;;
30.08.2024;16:15:00;16.808;705;58;;
30.08.2024;16:30:00;16.654;692;57;;
30.08.2024;16:45:00;16.720;550;52;;
30.08.2024;17:00:00;16.434;547;56;;
30.08.2024;17:15:00;16.170;522;57;;
30.08.2024;17:30:00;16.214;672;67;;
30.08.2024;17:45:00;16.038;842;62;;
30.08.2024;18:00:00;15.950;826;59;;
30.08.2024;18:15:00;15.598;834;66;;
30.08.2024;18:30:00;15.356;807;62;;
30.08.2024;18:45:00;15.180;771;62;;
30.08.2024;19:00:00;15.114;622;72;;
30.08.2024;19:15:00;15.004;608;45;;
30.08.2024;19:30:00;14.916;593;40;;
30.08.2024;19:45:00;14.432;598;42;;
30.08.2024;20:00:00;14.234;655;49;;
30.08.2024;20:15:00;13.816;761;55;;
30.08.2024;20:30:00;13.640;740;74;;
30.08.2024;20:45:00;13.310;711;72;;
30.08.2024;21:00:00;13.398;679;97;;
30.08.2024;21:15:00;12.980;538;102;;
30.08.2024;21:30:00;12.826;538;112;;
30.08.2024;21:45:00;12.936;528;101;;
30.08.2024;22:00:00;12.738;537;92;;
30.08.2024;22:15:00;12.496;632;90;;
30.08.2024;22:30:00;12.298;647;85;;
30.08.2024;22:45:00;11.902;636;90;;
30.08.2024;23:00:00;11.968;651;81;;
30.08.2024;23:15:00;11.968;569;82;;
30.08.2024;23:30:00;11.792;498;63;;
30.08.2024;23:45:00;11.770;498;38;;
31.08.2024;00:00:00;11.792;488;35;;
31.08.2024;00:15:00;11.748;567;28;;
31.08.2024;00:30:00;11.418;604;30;;
31.08.2024;00:45:00;11.528;606;38;;
31.08.2024;01:00:00;11.528;595;39;;
31.08.2024;01:15:00;11.374;598;34;;
31.08.2024;01:30:00;11.220;495;36;;
31.08.2024;01:45:00;11.308;502;40;;
31.08.2024;02:00:00;11.198;495;36;;
31.08.2024;02:15:00;11.308;573;37;;
31.08.2024;02:30:00;11.440;570;34;;
31.08.2024;02:45:00;11.220;567;32;;
31.08.2024;03:00:00;11.352;567;31;;
31.08.2024;03:15:00;11.330;556;37;;
31.08.2024;03:30:00;11.286;465;50;;
31.08.2024;03:45:00;11.308;475;51;;
31.08.2024;04:00:00;11.352;477;50;;
31.08.2024;04:15:00;11.440;575;51;;
31.08.2024;04:30:00;11.462;553;51;;
31.08.2024;04:45:00;11.506;565;50;;
31.08.2024;05:00:00;11.704;559;49;;
31.08.2024;05:15:00;11.572;471;49;;
31.08.2024;05:30:00;11.462;481;31;;
31.08.2024;05:45:00;11.462;461;24;;
31.08.2024;06:00:00;11.572;524;24;;
31.08.2024;06:15:00;11.616;573;25;;
31.08.2024;06:30:00;11.682;553;44;;
31.08.2024;06:45:00;11.594;548;54;;
31.08.2024;07:00:00;11.616;519;57;;
31.08.2024;07:15:00;11638;462;36;;
31.08.2024;07:30:00;11704;462;30;;
31.08.2024;07:45:00;11792;472;33;;
31.08.2024;08:00:00;11836;547;36;;
31.08.2024;08:15:00;11660;591;42;;
31.08.2024;08:30:00;11748;613;39;;
31.08.2024;08:45:00;11792;573;42;;
31.08.2024;09:00:00;11770;480;45;;
31.08.2024;09:15:00;12012;493;42;;
31.08.2024;09:30:00;11836;508;53;;
31.08.2024;09:45:00;11946;542;52;;
31.08.2024;10:00:00;12122;660;36;;
31.08.2024;10:15:00;12210;654;34;;
31.08.2024;10:30:00;11946;588;34;;
31.08.2024;10:45:00;12056;498;35;;
31.08.2024;11:00:00;11946;514;38;;
31.08.2024;11:15:00;11968;507;53;;
31.08.2024;11:30:00;12034;513;48;;
31.08.2024;11:45:00;11990;525;48;;
31.08.2024;12:00:00;11880;579;80;;
31.08.2024;12:15:00;11990;660;65;;
31.08.2024;12:30:00;12034;696;63;;
31.08.2024;12:45:00;11748;687;68;;
31.08.2024;13:00:00;12056;580;69;;
31.08.2024;13:15:00;11.792;519;66;;
31.08.2024;13:30:00;11.704;519;66;;
31.08.2024;13:45:00;11.924;515;66;;
31.08.2024;14:00:00;11.814;596;37;;
31.08.2024;14:15:00;11.836;695;42;;
31.08.2024;14:30:00;11.638;670;39;;
31.08.2024;14:45:00;12.034;675;34;;
31.08.2024;15:00:00;12.056;557;50;;
31.08.2024;15:15:00;12.012;522;54;;
31.08.2024;15:30:00;11.968;513;68;;
31.08.2024;15:45:00;12.100;524;81;;
31.08.2024;16:00:00;12.364;612;80;;
31.08.2024;16:15:00;12.386;643;83;;
31.08.2024;16:30:00;12.716;647;83;;
31.08.2024;16:45:00;12.628;635;82;;
31.08.2024;17:00:00;12.364;505;72;;
31.08.2024;17:15:00;12.562;499;74;;
31.08.2024;17:30:00;12.826;499;72;;
31.08.2024;17:45:00;12.452;505;75;;
31.08.2024;18:00:00;12.694;632;80;;
31.08.2024;18:15:00;12.760;653;86;;
31.08.2024;18:30:00;12.474;666;71;;
31.08.2024;18:45:00;12.584;657;54;;
31.08.2024;19:00:00;12.672;508;51;;
31.08.2024;19:15:00;12.694;473;53;;
31.08.2024;19:30:00;12.694;478;68;;
31.08.2024;19:45:00;12.386;587;87;;
31.08.2024;20:00:00;12.342;651;69;;
31.08.2024;20:15:00;12.276;638;62;;
31.08.2024;20:30:00;12.012;579;61;;
31.08.2024;20:45:00;12.034;477;66;;
31.08.2024;21:00:00;12.144;481;65;;
31.08.2024;21:15:00;11.924;471;64;;
31.08.2024;21:30:00;12.056;547;63;;
31.08.2024;21:45:00;11.968;634;57;;
31.08.2024;22:00:00;11.968;637;57;;
31.08.2024;22:15:00;11.726;625;55;;
31.08.2024;22:30:00;11.638;586;49;;
31.08.2024;22:45:00;11.638;482;35;;
31.08.2024;23:00:00;11.682;482;31;;
31.08.2024;23:15:00;11.660;483;31;;
31.08.2024;23:30:00;11.594;518;29;;
31.08.2024;23:45:00;11.440;625;35;;
01.09.2024;00:00:00;11.374;595;39;;
01.09.2024;00:15:00;11.418;590;33;;
01.09.2024;00:30:00;11.374;597;32;;
01.09.2024;00:45:00;11.418;487;29;;
01.09.2024;01:00:00;11.242;471;29;;
01.09.2024;01:15:00;11.286;471;26;;
01.09.2024;01:30:00;11.330;499;30;;
01.09.2024;01:45:00;11.176;574;40;;
01.09.2024;02:00:00;11.330;576;33;;
01.09.2024;02:15:00;11.374;566;32;;
01.09.2024;02:30:00;11.198;510;32;;
01.09.2024;02:45:00;11.242;473;34;;
01.09.2024;03:00:00;11.176;473;34;;
01.09.2024;03:15:00;11.154;522;33;;
01.09.2024;03:30:00;11.132;572;32;;
01.09.2024;03:45:00;11.044;556;26;;
01.09.2024;04:00:00;11.198;557;23;;
01.09.2024;04:15:00;11.154;555;23;;
01.09.2024;04:30:00;11.154;463;23;;
01.09.2024;04:45:00;11.176;478;45;;
01.09.2024;05:00:00;11.088;473;50;;
01.09.2024;05:15:00;11.066;467;49;;
01.09.2024;05:30:00;11.000;565;49;;
01.09.2024;05:45:00;11.220;550;49;;
01.09.2024;06:00:00;11.088;557;51;;
01.09.2024;06:15:00;11.044;557;51;;
01.09.2024;06:30:00;10.912;557;51;;
01.09.2024;06:45:00;11.022;479;53;;
01.09.2024;07:00:00;10.978;458;54;;
01.09.2024;07:15:00;11.044;458;55;;
01.09.2024;07:30:00;10.956;452;54;;
01.09.2024;07:45:00;10.890;453;59;;
01.09.2024;08:00:00;10.780;522;60;;
01.09.2024;08:15:00;10.868;602;68;;
01.09.2024;08:30:00;10.912;594;71;;
01.09.2024;08:45:00;10.736;518;66;;
01.09.2024;09:00:00;10.780;481;52;;
01.09.2024;09:15:00;10.890;495;53;;
01.09.2024;09:30:00;10.516;486;43;;
01.09.2024;09:45:00;10.472;497;49;;
01.09.2024;10:00:00;10.406;531;46;;
01.09.2024;10:15:00;10.450;591;89;;
01.09.2024;10:30:00;10.362;660;86;;
01.09.2024;10:45:00;10.494;646;92;;
01.09.2024;11:00:00;10.450;540;69;;
01.09.2024;11:15:00;10.362;508;54;;
01.09.2024;11:30:00;10.604;499;56;;
01.09.2024;11:45:00;10.340;503;58;;
01.09.2024;12:00:00;10.538;508;60;;
01.09.2024;12:15:00;10.582;542;45;;
01.09.2024;12:30:00;10.406;640;39;;
01.09.2024;12:45:00;10.604;655;37;;
01.09.2024;13:00:00;10.560;637;37;;
01.09.2024;13:15:00;10.780;504;39;;
01.09.2024;13:30:00;10.516;493;38;;
01.09.2024;13:45:00;10.648;498;36;;
01.09.2024;14:00:00;10.604;531;38;;
01.09.2024;14:15:00;10.714;659;39;;
01.09.2024;14:30:00;10.736;661;47;;
01.09.2024;14:45:00;10.758;663;46;;
01.09.2024;15:00:00;10.824;511;41;;
01.09.2024;15:15:00;10.868;504;40;;
01.09.2024;15:30:00;11.000;494;39;;
01.09.2024;15:45:00;10.956;525;35;;
01.09.2024;16:00:00;11.330;660;38;;
01.09.2024;16:15:00;11.374;656;48;;
01.09.2024;16:30:00;11.660;665;60;;
01.09.2024;16:45:00;11.308;666;83;;
01.09.2024;17:00:00;11.418;668;92;;
01.09.2024;17:15:00;12.694;681;96;;
01.09.2024;17:30:00;11.484;661;97;;
01.09.2024;17:45:00;11.440;675;103;;
01.09.2024;18:00:00;11.880;656;60;;
01.09.2024;18:15:00;11.836;504;59;;
01.09.2024;18:30:00;11.704;507;67;;
01.09.2024;18:45:00;11.880;492;68;;
01.09.2024;19:00:00;11.792;598;71;;
01.09.2024;19:15:00;11.902;684;85;;
01.09.2024;19:30:00;11.990;686;105;;
01.09.2024;19:45:00;11.946;611;101;;
01.09.2024;20:00:00;11.968;485;105;;
01.09.2024;20:15:00;11.726;473;95;;
01.09.2024;20:30:00;11.616;484;99;;
01.09.2024;20:45:00;11.550;483;97;;
01.09.2024;21:00:00;11.594;533;96;;
01.09.2024;21:15:00;11.814;550;97;;
01.09.2024;21:30:00;11.726;516;94;;
01.09.2024;21:45:00;11.858;528;94;;
01.09.2024;22:00:00;11.616;587;95;;
01.09.2024;22:15:00;11.594;743;60;;
01.09.2024;22:30:00;11.616;744;34;;
01.09.2024;22:45:00;11.506;732;32;;
01.09.2024;23:00:00;11.682;646;31;;
01.09.2024;23:15:00;11.616;569;32;;
01.09.2024;23:30:00;11.748;578;36;;
01.09.2024;23:45:00;11.616;554;36;;
02.09.2024;00:00:00;11.506;663;36;;
02.09.2024;00:15:00;11.528;683;31;;
02.09.2024;00:30:00;11.550;663;27;;
02.09.2024;00:45:00;11.594;649;28;;
02.09.2024;01:00:00;11.572;575;26;;
02.09.2024;01:15:00;11.440;583;25;;
02.09.2024;01:30:00;11.550;601;25;;
02.09.2024;01:45:00;11.528;702;26;;
